ParticipantID,Datetime,QuestionID,SubQuestion,Response
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,2,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,3,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,4,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,5,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,6,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,7,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,8,0
lets go,2024-09-05 10:41:25,Fatigue Assessment Scale,9,0
lets go,2024-09-05 10:41:28,Self-rated skills,0,0
lets go,2024-09-05 10:41:28,Self-rated skills,1,0
lets go,2024-09-05 10:41:32,Self-rated Cognitive Abilities,0,0
lets go,2024-09-05 10:41:32,Self-rated Cognitive Abilities,1,0
lets go,2024-09-05 10:41:32,Self-rated Cognitive Abilities,2,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,0,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,1,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,2,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,3,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,4,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,5,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,6,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,7,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,8,0
lets go,2024-09-05 10:41:42,Motivation for Cognition,9,0
lets go,2024-09-05 10:41:46,Reliability,0,4
Empty,2024-09-05 10:47:51,Tools Used (Knapsack),0,1
Empty,2024-09-05 10:47:51,Tools Used (Knapsack),1,1
Empty,2024-09-05 10:47:51,Tools Used (Knapsack),2,1
Empty,2024-09-05 10:47:51,Tools Used (Knapsack),3,1
Empty,2024-09-05 10:47:51,Tools Used (Knapsack),666,
Empty,2024-09-05 10:47:58,Tool helpfulness (Knapsack),0,1
Empty,2024-09-05 10:47:58,Tool helpfulness (Knapsack),1,1
Empty,2024-09-05 10:47:58,Tool helpfulness (Knapsack),2,1
Empty,2024-09-05 10:47:58,Tool helpfulness (Knapsack),3,1
Empty,2024-09-05 10:47:58,Tool helpfulness (Knapsack),666,hiya
Empty,2024-09-05 10:48:06,Tools Used (Cognitive Tasks),0,1
Empty,2024-09-05 10:48:06,Tools Used (Cognitive Tasks),1,1
Empty,2024-09-05 10:48:06,Tools Used (Cognitive Tasks),2,1
Empty,2024-09-05 10:48:06,Tools Used (Cognitive Tasks),3,1
Empty,2024-09-05 10:48:06,Tools Used (Cognitive Tasks),666,ok
Empty,2024-09-05 10:49:15,Tools Used (Knapsack),0,0
Empty,2024-09-05 10:49:15,Tools Used (Knapsack),1,0
Empty,2024-09-05 10:49:15,Tools Used (Knapsack),2,0
Empty,2024-09-05 10:49:15,Tools Used (Knapsack),3,0
Empty,2024-09-05 10:49:15,Tools Used (Knapsack),666,
Empty,2024-09-05 10:49:25,Tool helpfulness (Knapsack),0,0
Empty,2024-09-05 10:49:25,Tool helpfulness (Knapsack),1,0
Empty,2024-09-05 10:49:25,Tool helpfulness (Knapsack),2,0
Empty,2024-09-05 10:49:25,Tool helpfulness (Knapsack),3,0
Empty,2024-09-05 10:49:25,Tool helpfulness (Knapsack),666,
Empty,2024-09-05 10:49:33,Tools Used (Cognitive Tasks),0,1
Empty,2024-09-05 10:49:33,Tools Used (Cognitive Tasks),1,1
Empty,2024-09-05 10:49:33,Tools Used (Cognitive Tasks),2,1
Empty,2024-09-05 10:49:33,Tools Used (Cognitive Tasks),3,1
Empty,2024-09-05 10:49:33,Tools Used (Cognitive Tasks),666,oki doki
Empty,2024-09-05 10:49:54,Tools Used (Knapsack),0,1
Empty,2024-09-05 10:49:54,Tools Used (Knapsack),1,1
Empty,2024-09-05 10:49:54,Tools Used (Knapsack),2,1
Empty,2024-09-05 10:49:54,Tools Used (Knapsack),3,1
Empty,2024-09-05 10:49:54,Tools Used (Knapsack),666,
Empty,2024-09-05 10:49:58,Tool helpfulness (Knapsack),0,1
Empty,2024-09-05 10:49:58,Tool helpfulness (Knapsack),1,1
Empty,2024-09-05 10:49:58,Tool helpfulness (Knapsack),2,1
Empty,2024-09-05 10:49:58,Tool helpfulness (Knapsack),3,1
Empty,2024-09-05 10:49:58,Tool helpfulness (Knapsack),666,
Empty,2024-09-05 10:50:01,Tools Used (Cognitive Tasks),0,1
Empty,2024-09-05 10:50:01,Tools Used (Cognitive Tasks),1,1
Empty,2024-09-05 10:50:01,Tools Used (Cognitive Tasks),2,1
Empty,2024-09-05 10:50:01,Tools Used (Cognitive Tasks),3,1
Empty,2024-09-05 10:50:01,Tools Used (Cognitive Tasks),666,
Empty,2024-09-05 10:50:05,Tool helpfulness (Cognitive tasks),0,1
Empty,2024-09-05 10:50:05,Tool helpfulness (Cognitive tasks),1,1
Empty,2024-09-05 10:50:05,Tool helpfulness (Cognitive tasks),2,1
Empty,2024-09-05 10:50:05,Tool helpfulness (Cognitive tasks),3,1
Empty,2024-09-05 10:50:05,Tool helpfulness (Cognitive tasks),666,wef
Empty,2024-09-05 10:50:28,DASS-21,0,1
Empty,2024-09-05 10:50:28,DASS-21,1,1
Empty,2024-09-05 10:50:28,DASS-21,2,1
Empty,2024-09-05 10:50:28,DASS-21,3,1
Empty,2024-09-05 10:50:28,DASS-21,4,1
Empty,2024-09-05 10:50:28,DASS-21,5,1
Empty,2024-09-05 10:50:28,DASS-21,6,1
Empty,2024-09-05 10:50:28,DASS-21,7,1
Empty,2024-09-05 10:50:28,DASS-21,8,1
Empty,2024-09-05 10:50:28,DASS-21,9,1
Empty,2024-09-05 10:50:28,DASS-21,10,1
Empty,2024-09-05 10:50:28,DASS-21,11,1
Empty,2024-09-05 10:50:28,DASS-21,12,1
Empty,2024-09-05 10:50:28,DASS-21,13,1
Empty,2024-09-05 10:50:28,DASS-21,14,1
Empty,2024-09-05 10:50:28,DASS-21,15,1
Empty,2024-09-05 10:50:28,DASS-21,16,1
Empty,2024-09-05 10:50:28,DASS-21,17,1
Empty,2024-09-05 10:50:28,DASS-21,18,1
Empty,2024-09-05 10:50:28,DASS-21,19,1
Empty,2024-09-05 10:50:28,DASS-21,20,1
Empty,2024-09-05 10:50:28,DASS-21,21,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,0,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,1,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,2,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,3,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,4,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,5,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,6,1
Empty,2024-09-05 10:50:36,BFI Neuroticism,7,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,0,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,1,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,2,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,3,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,4,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,5,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,6,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,7,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,8,1
Empty,2024-09-05 10:50:46,Fatigue Assessment Scale,9,1
Empty,2024-09-05 10:50:52,Self-rated Cognitive Abilities,0,1
Empty,2024-09-05 10:50:52,Self-rated Cognitive Abilities,1,1
Empty,2024-09-05 10:50:52,Self-rated Cognitive Abilities,2,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,0,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,1,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,2,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,3,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,4,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,5,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,6,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,7,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,8,1
Empty,2024-09-05 10:51:06,Motivation for Cognition,9,1
Empty,2024-09-05 10:51:24,STAI-T,0,1
Empty,2024-09-05 10:51:24,STAI-T,1,1
Empty,2024-09-05 10:51:24,STAI-T,2,1
Empty,2024-09-05 10:51:24,STAI-T,3,1
Empty,2024-09-05 10:51:24,STAI-T,4,1
Empty,2024-09-05 10:51:24,STAI-T,5,1
Empty,2024-09-05 10:51:24,STAI-T,6,1
Empty,2024-09-05 10:51:24,STAI-T,7,1
Empty,2024-09-05 10:51:24,STAI-T,8,1
Empty,2024-09-05 10:51:24,STAI-T,9,1
Empty,2024-09-05 10:51:24,STAI-T,10,1
Empty,2024-09-05 10:51:24,STAI-T,11,1
Empty,2024-09-05 10:51:24,STAI-T,12,1
Empty,2024-09-05 10:51:24,STAI-T,13,1
Empty,2024-09-05 10:51:24,STAI-T,14,1
Empty,2024-09-05 10:51:24,STAI-T,15,1
Empty,2024-09-05 10:51:24,STAI-T,16,1
Empty,2024-09-05 10:51:24,STAI-T,17,1
Empty,2024-09-05 10:51:24,STAI-T,18,1
Empty,2024-09-05 10:51:24,STAI-T,19,1
Empty,2024-09-05 10:51:24,STAI-T,20,1
Empty,2024-09-05 10:51:28,Self-rated skills,0,2
Empty,2024-09-05 10:51:28,Self-rated skills,1,2
Empty,2024-09-05 10:51:33,Reliability,0,5
Empty,2024-09-05 10:53:50,Tools Used (Knapsack),0,1
Empty,2024-09-05 10:53:50,Tools Used (Knapsack),1,1
Empty,2024-09-05 10:53:50,Tools Used (Knapsack),2,1
Empty,2024-09-05 10:53:50,Tools Used (Knapsack),3,1
Empty,2024-09-05 10:53:50,Tools Used (Knapsack),666,
Empty,2024-09-05 10:53:54,Tool helpfulness (Knapsack),0,1
Empty,2024-09-05 10:53:54,Tool helpfulness (Knapsack),1,1
Empty,2024-09-05 10:53:54,Tool helpfulness (Knapsack),2,1
Empty,2024-09-05 10:53:54,Tool helpfulness (Knapsack),3,1
Empty,2024-09-05 10:53:54,Tool helpfulness (Knapsack),666,
Empty,2024-09-05 10:53:58,Tools Used (Cognitive Tasks),0,1
Empty,2024-09-05 10:53:58,Tools Used (Cognitive Tasks),1,1
Empty,2024-09-05 10:53:58,Tools Used (Cognitive Tasks),2,1
Empty,2024-09-05 10:53:58,Tools Used (Cognitive Tasks),3,1
Empty,2024-09-05 10:53:58,Tools Used (Cognitive Tasks),666,
Empty,2024-09-05 10:54:03,Tool helpfulness (Cognitive tasks),0,1
Empty,2024-09-05 10:54:03,Tool helpfulness (Cognitive tasks),1,1
Empty,2024-09-05 10:54:03,Tool helpfulness (Cognitive tasks),2,1
Empty,2024-09-05 10:54:03,Tool helpfulness (Cognitive tasks),3,1
Empty,2024-09-05 10:54:03,Tool helpfulness (Cognitive tasks),666,
Empty,2024-09-05 10:54:21,Aspiration Index,0,1
Empty,2024-09-05 10:54:21,Aspiration Index,1,1
Empty,2024-09-05 10:54:21,Aspiration Index,2,1
Empty,2024-09-05 10:54:21,Aspiration Index,3,1
Empty,2024-09-05 10:54:21,Aspiration Index,4,1
Empty,2024-09-05 10:54:21,Aspiration Index,5,1
Empty,2024-09-05 10:54:21,Aspiration Index,6,1
Empty,2024-09-05 10:54:21,Aspiration Index,7,1
Empty,2024-09-05 10:54:21,Aspiration Index,8,1
Empty,2024-09-05 10:54:21,Aspiration Index,9,1
Empty,2024-09-05 10:54:21,Aspiration Index,10,1
Empty,2024-09-05 10:54:21,Aspiration Index,11,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,0,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,1,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,2,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,3,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,4,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,5,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,6,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,7,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,8,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,9,1
Empty,2024-09-05 10:54:31,General Self Efficacy Scale,10,1
Empty,2024-09-05 10:54:51,Health,0,1
Empty,2024-09-05 10:54:51,Health,1,1
Empty,2024-09-05 10:54:51,Health,2,1
Empty,2024-09-05 10:54:51,Health,666,666
Empty,2024-09-05 10:54:56,Self-rated Cognitive Abilities,0,1
Empty,2024-09-05 10:54:56,Self-rated Cognitive Abilities,1,1
Empty,2024-09-05 10:54:56,Self-rated Cognitive Abilities,2,1
seriously,2024-09-05 11:13:02,Tools Used (Knapsack),0,1
seriously,2024-09-05 11:13:02,Tools Used (Knapsack),1,1
seriously,2024-09-05 11:13:02,Tools Used (Knapsack),2,1
seriously,2024-09-05 11:13:02,Tools Used (Knapsack),3,1
seriously,2024-09-05 11:13:02,Tools Used (Knapsack),666,
seriously,2024-09-05 11:13:13,Tool helpfulness (Knapsack),0,1
seriously,2024-09-05 11:13:13,Tool helpfulness (Knapsack),1,1
seriously,2024-09-05 11:13:13,Tool helpfulness (Knapsack),2,1
seriously,2024-09-05 11:13:13,Tool helpfulness (Knapsack),3,1
seriously,2024-09-05 11:13:13,Tool helpfulness (Knapsack),666,
seriously,2024-09-05 11:13:18,Tools Used (Cognitive Tasks),0,1
seriously,2024-09-05 11:13:18,Tools Used (Cognitive Tasks),1,1
seriously,2024-09-05 11:13:18,Tools Used (Cognitive Tasks),2,1
seriously,2024-09-05 11:13:18,Tools Used (Cognitive Tasks),3,1
seriously,2024-09-05 11:13:18,Tools Used (Cognitive Tasks),666,
seriously,2024-09-05 11:13:23,Tool helpfulness (Cognitive tasks),0,1
seriously,2024-09-05 11:13:23,Tool helpfulness (Cognitive tasks),1,1
seriously,2024-09-05 11:13:23,Tool helpfulness (Cognitive tasks),2,1
seriously,2024-09-05 11:13:23,Tool helpfulness (Cognitive tasks),3,1
seriously,2024-09-05 11:13:23,Tool helpfulness (Cognitive tasks),666,
seriously,2024-09-05 11:13:32,Aspiration Index,0,1
seriously,2024-09-05 11:13:32,Aspiration Index,1,1
seriously,2024-09-05 11:13:32,Aspiration Index,2,1
seriously,2024-09-05 11:13:32,Aspiration Index,3,1
seriously,2024-09-05 11:13:32,Aspiration Index,4,1
seriously,2024-09-05 11:13:32,Aspiration Index,5,1
seriously,2024-09-05 11:13:32,Aspiration Index,6,1
seriously,2024-09-05 11:13:32,Aspiration Index,7,1
seriously,2024-09-05 11:13:32,Aspiration Index,8,1
seriously,2024-09-05 11:13:32,Aspiration Index,9,1
seriously,2024-09-05 11:13:32,Aspiration Index,10,1
seriously,2024-09-05 11:13:32,Aspiration Index,11,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,0,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,1,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,2,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,3,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,4,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,5,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,6,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,7,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,8,1
seriously,2024-09-05 11:13:41,Motivation for Cognition,9,1
seriously,2024-09-05 11:13:47,Health,0,1
seriously,2024-09-05 11:13:47,Health,1,1
seriously,2024-09-05 11:13:47,Health,2,1
seriously,2024-09-05 11:13:47,Health,666,999
seriously,2024-09-05 11:13:51,Jenkins Sleep Scale,0,1
seriously,2024-09-05 11:13:51,Jenkins Sleep Scale,1,1
seriously,2024-09-05 11:13:51,Jenkins Sleep Scale,2,1
seriously,2024-09-05 11:13:51,Jenkins Sleep Scale,3,1
seriously,2024-09-05 11:13:51,Jenkins Sleep Scale,4,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,0,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,1,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,2,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,3,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,4,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,5,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,6,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,7,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,8,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,9,1
seriously,2024-09-05 11:13:59,General Self Efficacy Scale,10,1
seriously,2024-09-05 11:14:02,Self-rated skills,0,3
seriously,2024-09-05 11:14:02,Self-rated skills,1,3
seriously,2024-09-05 11:14:05,Self-rated Cognitive Abilities,0,1
seriously,2024-09-05 11:14:05,Self-rated Cognitive Abilities,1,1
seriously,2024-09-05 11:14:05,Self-rated Cognitive Abilities,2,1
seriously,2024-09-05 11:14:18,PANAS,0,1
seriously,2024-09-05 11:14:18,PANAS,1,1
seriously,2024-09-05 11:14:18,PANAS,2,1
seriously,2024-09-05 11:14:18,PANAS,3,1
seriously,2024-09-05 11:14:18,PANAS,4,1
seriously,2024-09-05 11:14:18,PANAS,5,1
seriously,2024-09-05 11:14:18,PANAS,6,1
seriously,2024-09-05 11:14:18,PANAS,7,1
seriously,2024-09-05 11:14:18,PANAS,8,1
seriously,2024-09-05 11:14:18,PANAS,9,1
seriously,2024-09-05 11:14:18,PANAS,10,1
seriously,2024-09-05 11:14:18,PANAS,11,1
seriously,2024-09-05 11:14:18,PANAS,12,1
seriously,2024-09-05 11:14:18,PANAS,13,1
seriously,2024-09-05 11:14:18,PANAS,14,1
seriously,2024-09-05 11:14:18,PANAS,15,1
seriously,2024-09-05 11:14:18,PANAS,16,1
seriously,2024-09-05 11:14:18,PANAS,17,1
seriously,2024-09-05 11:14:18,PANAS,18,1
seriously,2024-09-05 11:14:18,PANAS,19,1
seriously,2024-09-05 11:14:25,Reliability,0,5
sdfq,2024-09-09 18:57:56,Tools Used (Knapsack),0,0
sdfq,2024-09-09 18:57:56,Tools Used (Knapsack),1,0
sdfq,2024-09-09 18:57:56,Tools Used (Knapsack),2,0
sdfq,2024-09-09 18:57:56,Tools Used (Knapsack),3,0
sdfq,2024-09-09 18:57:56,Tools Used (Knapsack),666,
sdfq,2024-09-09 18:58:00,Tool helpfulness (Knapsack),0,0
sdfq,2024-09-09 18:58:00,Tool helpfulness (Knapsack),1,0
sdfq,2024-09-09 18:58:00,Tool helpfulness (Knapsack),2,0
sdfq,2024-09-09 18:58:00,Tool helpfulness (Knapsack),3,0
sdfq,2024-09-09 18:58:00,Tool helpfulness (Knapsack),666,
sdfq,2024-09-09 18:58:04,Tools Used (Cognitive Tasks),0,0
sdfq,2024-09-09 18:58:04,Tools Used (Cognitive Tasks),1,0
sdfq,2024-09-09 18:58:04,Tools Used (Cognitive Tasks),2,0
sdfq,2024-09-09 18:58:04,Tools Used (Cognitive Tasks),3,0
sdfq,2024-09-09 18:58:04,Tools Used (Cognitive Tasks),666,
sdfq,2024-09-09 18:58:07,Tool helpfulness (Cognitive tasks),0,0
sdfq,2024-09-09 18:58:07,Tool helpfulness (Cognitive tasks),1,0
sdfq,2024-09-09 18:58:07,Tool helpfulness (Cognitive tasks),2,0
sdfq,2024-09-09 18:58:07,Tool helpfulness (Cognitive tasks),3,0
sdfq,2024-09-09 18:58:07,Tool helpfulness (Cognitive tasks),666,
sdfq,2024-09-09 18:58:18,Motivation for Cognition,0,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,1,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,2,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,3,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,4,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,5,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,6,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,7,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,8,0
sdfq,2024-09-09 18:58:18,Motivation for Cognition,9,0
sdfq,2024-09-09 18:58:39,PANAS,0,0
sdfq,2024-09-09 18:58:39,PANAS,1,0
sdfq,2024-09-09 18:58:39,PANAS,2,0
sdfq,2024-09-09 18:58:39,PANAS,3,0
sdfq,2024-09-09 18:58:39,PANAS,4,0
sdfq,2024-09-09 18:58:39,PANAS,5,0
sdfq,2024-09-09 18:58:39,PANAS,6,0
sdfq,2024-09-09 18:58:39,PANAS,7,0
sdfq,2024-09-09 18:58:39,PANAS,8,0
sdfq,2024-09-09 18:58:39,PANAS,9,0
sdfq,2024-09-09 18:58:39,PANAS,10,0
sdfq,2024-09-09 18:58:39,PANAS,11,0
sdfq,2024-09-09 18:58:39,PANAS,12,0
sdfq,2024-09-09 18:58:39,PANAS,13,0
sdfq,2024-09-09 18:58:39,PANAS,14,0
sdfq,2024-09-09 18:58:39,PANAS,15,0
sdfq,2024-09-09 18:58:39,PANAS,16,0
sdfq,2024-09-09 18:58:39,PANAS,17,0
sdfq,2024-09-09 18:58:39,PANAS,18,0
sdfq,2024-09-09 18:58:39,PANAS,19,0
sdfq,2024-09-09 18:58:45,Health,0,0
sdfq,2024-09-09 18:58:45,Health,1,0
sdfq,2024-09-09 18:58:45,Health,2,0
sdfq,2024-09-09 18:58:45,Health,666,9
sdfq,2024-09-09 18:58:49,Jenkins Sleep Scale,0,0
sdfq,2024-09-09 18:58:49,Jenkins Sleep Scale,1,0
sdfq,2024-09-09 18:58:49,Jenkins Sleep Scale,2,0
sdfq,2024-09-09 18:58:49,Jenkins Sleep Scale,3,0
sdfq,2024-09-09 18:58:49,Jenkins Sleep Scale,4,0
sdfq,2024-09-09 18:58:58,Aspiration Index,0,0
sdfq,2024-09-09 18:58:58,Aspiration Index,1,0
sdfq,2024-09-09 18:58:58,Aspiration Index,2,0
sdfq,2024-09-09 18:58:58,Aspiration Index,3,0
sdfq,2024-09-09 18:58:58,Aspiration Index,4,0
sdfq,2024-09-09 18:58:58,Aspiration Index,5,0
sdfq,2024-09-09 18:58:58,Aspiration Index,6,0
sdfq,2024-09-09 18:58:58,Aspiration Index,7,0
sdfq,2024-09-09 18:58:58,Aspiration Index,8,0
sdfq,2024-09-09 18:58:58,Aspiration Index,9,0
sdfq,2024-09-09 18:58:58,Aspiration Index,10,0
sdfq,2024-09-09 18:58:58,Aspiration Index,11,0
sdfq,2024-09-09 18:59:03,Self-rated Cognitive Abilities,0,0
sdfq,2024-09-09 18:59:03,Self-rated Cognitive Abilities,1,0
sdfq,2024-09-09 18:59:03,Self-rated Cognitive Abilities,2,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,0,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,1,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,2,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,3,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,4,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,5,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,6,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,7,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,8,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,9,0
sdfq,2024-09-09 18:59:11,General Self Efficacy Scale,10,0
sdfq,2024-09-09 18:59:14,Self-rated skills,0,0
sdfq,2024-09-09 18:59:14,Self-rated skills,1,0
sdfq,2024-09-09 18:59:19,Reliability,0,4
q,2024-09-12 13:44:47,Tools Used (Knapsack),0,0
q,2024-09-12 13:44:47,Tools Used (Knapsack),1,0
q,2024-09-12 13:44:47,Tools Used (Knapsack),2,0
q,2024-09-12 13:44:47,Tools Used (Knapsack),3,0
q,2024-09-12 13:44:47,Tools Used (Knapsack),666,
q,2024-09-12 13:44:53,Tool helpfulness (Knapsack),0,0
q,2024-09-12 13:44:53,Tool helpfulness (Knapsack),1,0
q,2024-09-12 13:44:53,Tool helpfulness (Knapsack),2,0
q,2024-09-12 13:44:53,Tool helpfulness (Knapsack),3,0
q,2024-09-12 13:44:53,Tool helpfulness (Knapsack),666,
q,2024-09-12 13:44:58,Tools Used (Cognitive Tasks),0,0
q,2024-09-12 13:44:58,Tools Used (Cognitive Tasks),1,0
q,2024-09-12 13:44:58,Tools Used (Cognitive Tasks),2,0
q,2024-09-12 13:44:58,Tools Used (Cognitive Tasks),3,0
q,2024-09-12 13:44:58,Tools Used (Cognitive Tasks),666,
q,2024-09-12 13:45:07,Tool helpfulness (Cognitive tasks),0,0
q,2024-09-12 13:45:07,Tool helpfulness (Cognitive tasks),1,0
q,2024-09-12 13:45:07,Tool helpfulness (Cognitive tasks),2,0
q,2024-09-12 13:45:07,Tool helpfulness (Cognitive tasks),3,0
q,2024-09-12 13:45:07,Tool helpfulness (Cognitive tasks),666,
q,2024-09-12 13:45:10,Self-rated Cognitive Abilities,0,0
q,2024-09-12 13:45:10,Self-rated Cognitive Abilities,1,0
q,2024-09-12 13:45:10,Self-rated Cognitive Abilities,2,0
q,2024-09-12 13:45:13,Self-rated skills,0,0
q,2024-09-12 13:45:13,Self-rated skills,1,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,0,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,1,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,2,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,3,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,4,0
q,2024-09-12 13:45:18,Jenkins Sleep Scale,5,0
q,2024-09-12 13:45:26,Aspiration Index,0,0
q,2024-09-12 13:45:26,Aspiration Index,1,0
q,2024-09-12 13:45:26,Aspiration Index,2,0
q,2024-09-12 13:45:26,Aspiration Index,3,0
q,2024-09-12 13:45:26,Aspiration Index,4,0
q,2024-09-12 13:45:26,Aspiration Index,5,0
q,2024-09-12 13:45:26,Aspiration Index,6,0
q,2024-09-12 13:45:26,Aspiration Index,7,0
q,2024-09-12 13:45:26,Aspiration Index,8,0
q,2024-09-12 13:45:26,Aspiration Index,9,0
q,2024-09-12 13:45:26,Aspiration Index,10,0
q,2024-09-12 13:45:26,Aspiration Index,11,0
q,2024-09-12 13:45:32,Health,0,0
q,2024-09-12 13:45:32,Health,1,0
q,2024-09-12 13:45:32,Health,2,0
q,2024-09-12 13:45:32,Health,666,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,0,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,1,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,2,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,3,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,4,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,5,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,6,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,7,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,8,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,9,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,10,0
q,2024-09-12 13:45:43,General Self Efficacy Scale,11,0
q,2024-09-12 13:45:53,Motivation for Cognition,0,0
q,2024-09-12 13:45:53,Motivation for Cognition,1,0
q,2024-09-12 13:45:53,Motivation for Cognition,2,0
q,2024-09-12 13:45:53,Motivation for Cognition,3,0
q,2024-09-12 13:45:53,Motivation for Cognition,4,0
q,2024-09-12 13:45:53,Motivation for Cognition,5,1
