i_time_limit,5
i_switch_congruence_2_random_0,"['U6', 'U5', 'M8', 'G7', 'I3', 'U2', 'M5', 'K2', 'R4', 'M5', 'A6', 'G4', 'I8', 'A6', 'M9', 'K7', 'G4', 'R2', 'A9', 'E3', 'G9', 'E8', 'R6', 'U5', 'E4', 'I3', 'R7', 'A3', 'K9', 'K8', 'E7', 'I2', 'I5', 'M9', 'U6', 'E4', 'M6', 'U9', 'R2', 'I5', 'E8', 'R7', 'A3', 'G7', 'M3', 'K3', 'A4', 'U2', 'A9', 'E7', 'G3', 'R9', 'G8', 'G6', 'E7', 'I8', 'K5', 'U8', 'K2', 'M4', 'I5', 'R2', 'K6', 'A4', 'M5', 'K8', 'I2', 'M4', 'U9', 'I8', 'U5', 'G9', 'R6', 'G3', 'G4', 'I8', 'E6', 'E4', 'I7', 'I5', 'E9', 'R3', 'U2', 'A5', 'M8', 'G4', 'E8', 'U4', 'E7', 'R7', 'R9', 'G2', 'R5', 'I7', 'K9', 'G2', 'E5', 'R3', 'I9', 'U8', 'M3', 'A3', 'E6', 'A9', 'A6', 'G4', 'M4', 'M3', 'K7', 'R6', 'M2', 'U6', 'M8', 'U5', 'K9', 'I4', 'I5', 'R8', 'K7', 'U2', 'E5', 'G3', 'A2', 'U5', 'R6', 'I3', 'U6', 'G7', 'G9', 'A5', 'A4', 'I7', 'U9', 'M4', 'U2', 'M7', 'K9', 'E6', 'M8', 'I7', 'R3', 'U2', 'G2', 'I9', 'A5', 'I6', 'R3', 'A3', 'R8', 'K7', 'R4', 'I8', 'M7', 'A2', 'U5', 'M8', 'G7', 'A9', 'K3', 'M4', 'A9', 'K5', 'I7', 'E8', 'E2', 'R6', 'K2', 'M3', 'A4', 'U5', 'E9', 'G3', 'U8', 'A9', 'E7', 'G7', 'E6', 'K9', 'I9', 'R2', 'G2', 'I6', 'G5', 'K6', 'G2', 'A6', 'E3', 'U4', 'I8', 'K4', 'A4', 'I7']"
i_switch_congruence_2_random_1,"['K8', 'A7', 'E3', 'U5', 'G8', 'K7', 'I6', 'E5', 'U2', 'I2', 'G8', 'R3', 'K4', 'M3', 'R6', 'U9', 'E4', 'G5', 'I2', 'E6', 'K7', 'M5', 'M8', 'A4', 'U9', 'I3', 'A2', 'R6', 'R7', 'M9', 'G4', 'A9', 'R7', 'U7', 'E9', 'M8', 'I4', 'K8', 'E5', 'U3', 'E6', 'A8', 'G6', 'G8', 'K9', 'K7', 'I5', 'I4', 'R3', 'M6', 'K5', 'M2', 'U2', 'A3', 'A6', 'M9', 'R4', 'U3', 'E7', 'R2', 'I2', 'A4', 'G9', 'G5', 'U8', 'G9', 'I5', 'G6', 'R4', 'K4', 'E6', 'I6', 'R5', 'U7', 'U8', 'E7', 'G4', 'K9', 'U4', 'G2', 'E2', 'K8', 'I5', 'A2', 'M2', 'I4', 'E2', 'A7', 'K9', 'U3', 'M3', 'G6', 'I7', 'R3', 'R8', 'K9', 'M5', 'G9', 'R4', 'G8', 'K4', 'A3', 'M7', 'I4', 'E6', 'I2', 'A9', 'U5', 'R2', 'I8', 'E9', 'U4', 'R5', 'K2', 'I4', 'K8', 'A8', 'I7', 'U5', 'M3', 'I3', 'R9', 'A6', 'I5', 'E7', 'I6', 'K3', 'E9', 'M2', 'A2', 'A3', 'E6', 'M7', 'U7', 'U8', 'A9', 'G7', 'E2', 'M4', 'E9', 'M5', 'K2', 'M4', 'I8', 'A3', 'K6', 'I4', 'R3', 'U7', 'A3', 'R9', 'G9', 'K6', 'U2', 'E6', 'U5', 'A5', 'R9', 'I7', 'U6', 'R9', 'A8', 'I5', 'G8', 'U2', 'R6', 'A5', 'I6', 'U3', 'K8', 'E2', 'G9', 'A8', 'M4', 'E7', 'U4', 'A6', 'G8', 'E6', 'A5', 'I7', 'A8', 'U9', 'G9', 'M2', 'I4', 'E5', 'E6', 'U4', 'M8', 'E2', 'E3']"
i_switch_congruence_2_random_2,"['U6', 'E5', 'I7', 'I3', 'G9', 'R2', 'M3', 'E9', 'E2', 'G3', 'A8', 'U6', 'A8', 'G5', 'K9', 'I7', 'K7', 'G9', 'M4', 'I4', 'R6', 'A7', 'K2', 'U5', 'R5', 'R8', 'M6', 'U2', 'E4', 'M8', 'K4', 'A3', 'U5', 'G4', 'R7', 'A8', 'U6', 'R6', 'A7', 'G3', 'I5', 'G2', 'K3', 'M5', 'U9', 'E8', 'K7', 'G2', 'I6', 'M3', 'M4', 'I7', 'E8', 'R8', 'A9', 'A4', 'U3', 'E4', 'E9', 'K9', 'I2', 'K6', 'R2', 'M5', 'K9', 'E7', 'G3', 'G2', 'M4', 'U9', 'I2', 'R3', 'E5', 'G3', 'G4', 'K3', 'U2', 'M4', 'E5', 'A6', 'U3', 'U6', 'K9', 'I3', 'G9', 'R7', 'M8', 'R4', 'R9', 'M5', 'M6', 'R8', 'E8', 'I7', 'A9', 'M5', 'R2', 'I4', 'K4', 'G9', 'M8', 'E6', 'M7', 'K8', 'G7', 'U5', 'G9', 'K6', 'A5', 'A6', 'K9', 'I9', 'R3', 'E5', 'I8', 'U7', 'M6', 'G5', 'R8', 'A4', 'K2', 'A6', 'I8', 'E9', 'K6', 'A5', 'G9', 'U8', 'A4', 'M4', 'U2', 'U7', 'A5', 'G7', 'U5', 'I2', 'E5', 'M4', 'I2', 'K3', 'A3', 'E6', 'E7', 'R3', 'K3', 'A9', 'U9', 'U4', 'E8', 'M8', 'K2', 'R7', 'K9', 'G6', 'G4', 'U4', 'R5', 'E3', 'A8', 'A9', 'E3', 'G4', 'K7', 'A6', 'I5', 'E2', 'R7', 'U3', 'U6', 'K9', 'A5', 'R8', 'E2', 'R5', 'M8', 'I7', 'E6', 'R7', 'E3', 'M8', 'K2', 'R4', 'U4', 'I2', 'G4', 'I6', 'A7', 'I6', 'I4', 'R2', 'U8', 'U5']"
i_switch_congruence_2_random_3,"['I2', 'I6', 'G6', 'G2', 'U8', 'U9', 'R3', 'E3', 'M4', 'K8', 'E6', 'U8', 'A5', 'K2', 'G5', 'R3', 'A9', 'E7', 'A3', 'M7', 'K8', 'A4', 'U5', 'R4', 'M5', 'I6', 'M2', 'R7', 'G9', 'E7', 'I4', 'K9', 'U2', 'E7', 'M7', 'M6', 'E5', 'R2', 'A3', 'A9', 'U8', 'E8', 'G5', 'U6', 'A2', 'I4', 'K4', 'M6', 'K9', 'K9', 'U3', 'I8', 'R4', 'E9', 'A5', 'G3', 'K5', 'I3', 'R7', 'R6', 'G2', 'G7', 'I8', 'M4', 'M5', 'A3', 'K4', 'M9', 'I9', 'K6', 'R7', 'A8', 'R5', 'G6', 'I4', 'M2', 'R4', 'A7', 'M5', 'E8', 'K8', 'K2', 'I6', 'E2', 'R9', 'U9', 'K8', 'G3', 'E6', 'A4', 'U9', 'E5', 'R6', 'I3', 'G9', 'U6', 'G4', 'U2', 'R9', 'M8', 'K5', 'K7', 'M4', 'K2', 'E6', 'R4', 'M5', 'K6', 'A7', 'M9', 'A7', 'E8', 'U2', 'K8', 'E8', 'I3', 'I6', 'G8', 'A4', 'U9', 'K8', 'A5', 'M5', 'U4', 'U3', 'M3', 'G6', 'G9', 'I4', 'R3', 'I3', 'M8', 'M4', 'U8', 'E2', 'U9', 'E4', 'K4', 'M8', 'G7', 'A4', 'U6', 'I9', 'I7', 'E3', 'K7', 'E8', 'I7', 'G4', 'A6', 'G6', 'M3', 'I9', 'K3', 'R3', 'K2', 'K8', 'A6', 'A8', 'I7', 'R7', 'G2', 'E8', 'K8', 'U2', 'I6', 'E3', 'I5', 'U4', 'U3', 'E7', 'G9', 'M8', 'U6', 'U3', 'A2', 'E2', 'A9', 'A3', 'R7', 'G8', 'K5', 'G4', 'E2', 'G6', 'I2', 'A7', 'U2', 'I4', 'R2', 'U6', 'A7']"
i_switch_congruence_2_random_4,"['A6', 'E9', 'G3', 'I9', 'E5', 'K8', 'G5', 'R4', 'U7', 'R2', 'K9', 'K2', 'M7', 'A3', 'U5', 'E8', 'M6', 'G8', 'I4', 'U8', 'A2', 'K6', 'A2', 'U7', 'E4', 'G3', 'M5', 'M7', 'R6', 'I4', 'R3', 'I9', 'I2', 'A8', 'U2', 'E9', 'A3', 'A5', 'I4', 'U6', 'K4', 'M3', 'G5', 'U5', 'G6', 'R4', 'R8', 'I6', 'E7', 'M3', 'K2', 'I7', 'M4', 'K7', 'E9', 'G6', 'R5', 'A8', 'K9', 'E7', 'U2', 'M9', 'R8', 'G3', 'A4', 'M2', 'K6', 'K5', 'R9', 'G8', 'G6', 'I8', 'R5', 'U7', 'K2', 'K5', 'R9', 'A6', 'U5', 'M4', 'M9', 'E3', 'U4', 'I5', 'R2', 'G4', 'I4', 'E8', 'I2', 'G7', 'K8', 'A5', 'I7', 'M9', 'K3', 'M2', 'R2', 'R4', 'A6', 'I8', 'A3', 'M4', 'K9', 'I8', 'U9', 'K3', 'U6', 'I7', 'A7', 'M3', 'E7', 'E6', 'K3', 'G8', 'M6', 'U2', 'G6', 'E7', 'I6', 'K7', 'A3', 'M3', 'U2', 'I7', 'K8', 'E3', 'R7', 'A6', 'U4', 'M5', 'E3', 'R6', 'I8', 'I5', 'G9', 'E3', 'R3', 'A4', 'U7', 'G4', 'E5', 'G5', 'R2', 'K9', 'K3', 'U9', 'E8', 'A5', 'U4', 'E7', 'M5', 'U7', 'E7', 'G9', 'E3', 'U2', 'R8', 'A4', 'K9', 'K4', 'E2', 'E5', 'A3', 'M9', 'U2', 'U5', 'G9', 'A9', 'R7', 'U6', 'K2', 'U7', 'I5', 'E6', 'A3', 'G7', 'K6', 'A2', 'E5', 'I8', 'R6', 'G3', 'I8', 'M4', 'R2', 'U8', 'E3', 'U4', 'I4', 'R2', 'A6', 'A9']"
i_switch_congruence_2_random_5,"['K5', 'E3', 'K7', 'M6', 'A2', 'A5', 'G4', 'G4', 'E9', 'M8', 'A8', 'A6', 'K2', 'U4', 'R2', 'I4', 'M9', 'E7', 'G9', 'R3', 'R7', 'G6', 'K7', 'M6', 'U8', 'R3', 'E5', 'I8', 'U3', 'I9', 'U5', 'I2', 'A4', 'M6', 'A9', 'I6', 'I9', 'K5', 'A7', 'R8', 'K4', 'M9', 'R8', 'U2', 'K4', 'M3', 'E3', 'E7', 'R5', 'A3', 'K7', 'U6', 'U7', 'G2', 'M9', 'G8', 'E3', 'U6', 'I2', 'G5', 'R8', 'E4', 'I2', 'G5', 'U7', 'R9', 'I4', 'U9', 'G7', 'I9', 'M4', 'R7', 'M3', 'G2', 'G4', 'U8', 'U9', 'R3', 'K8', 'G9', 'K5', 'E6', 'R6', 'I3', 'E3', 'E9', 'M9', 'R7', 'G5', 'U4', 'A5', 'R6', 'A2', 'I2', 'I7', 'E3', 'G6', 'A4', 'A4', 'E7', 'I2', 'M8', 'K7', 'R8', 'I6', 'K8', 'U2', 'U9', 'R8', 'E6', 'R9', 'G6', 'K8', 'E6', 'K4', 'M3', 'G9', 'M5', 'K2', 'G4', 'U3', 'E9', 'R5', 'M5', 'R2', 'I9', 'K5', 'I6', 'E3', 'K3', 'A9', 'E6', 'U9', 'A4', 'A5', 'G5', 'K6', 'M7', 'U4', 'G4', 'A7', 'M6', 'K5', 'E8', 'A9', 'A7', 'M7', 'K5', 'R3', 'I7', 'U2', 'E5', 'R3', 'A3', 'G7', 'M8', 'A6', 'R3', 'M6', 'I5', 'R7', 'R4', 'I6', 'K2', 'G2', 'K5', 'G8', 'E4', 'U6', 'R4', 'G8', 'M7', 'M3', 'A3', 'E5', 'A8', 'E7', 'G9', 'G3', 'M4', 'U2', 'K2', 'E5', 'I8', 'G6', 'A8', 'I3', 'A8', 'U4', 'G8', 'A4', 'U7']"
i_switch_congruence_2_random_6,"['M8', 'E5', 'K9', 'R3', 'A2', 'U4', 'A3', 'I9', 'K5', 'E5', 'A2', 'M7', 'U3', 'E7', 'M9', 'U8', 'I4', 'G6', 'G4', 'R7', 'G3', 'A2', 'G8', 'M5', 'R6', 'I2', 'U4', 'K8', 'R6', 'I9', 'E7', 'K6', 'M6', 'K3', 'R9', 'U5', 'E8', 'U7', 'K4', 'I3', 'G8', 'E2', 'A3', 'A2', 'U8', 'R9', 'E2', 'G7', 'I4', 'M5', 'K9', 'R5', 'A7', 'M6', 'K6', 'M2', 'A9', 'R5', 'E4', 'G8', 'I3', 'G6', 'U7', 'I4', 'R7', 'E9', 'I2', 'A9', 'A5', 'K2', 'M5', 'U6', 'A2', 'A6', 'E9', 'I3', 'E5', 'K7', 'E8', 'A3', 'G2', 'R7', 'G8', 'U4', 'K9', 'E4', 'E7', 'M2', 'G8', 'I8', 'A2', 'I7', 'U2', 'E5', 'G3', 'I3', 'K6', 'G7', 'K2', 'A6', 'I4', 'R6', 'M8', 'M3', 'E3', 'R5', 'I9', 'E8', 'G7', 'K5', 'G4', 'R2', 'I9', 'R6', 'E2', 'K3', 'M7', 'U4', 'E3', 'M8', 'U4', 'R6', 'K5', 'K6', 'E2', 'G4', 'E9', 'A4', 'I7', 'R3', 'M2', 'M7', 'A3', 'R7', 'E5', 'U2', 'R3', 'G6', 'G2', 'A6', 'K8', 'U6', 'A4', 'U5', 'A2', 'E5', 'M7', 'U9', 'E6', 'U4', 'A9', 'U7', 'K6', 'U4', 'M7', 'R6', 'M8', 'A4', 'I4', 'I9', 'M3', 'K6', 'A2', 'K8', 'G6', 'I3', 'I2', 'G9', 'A8', 'E5', 'I9', 'K7', 'M8', 'A3', 'R5', 'E6', 'M9', 'U7', 'I5', 'E6', 'U5', 'G4', 'U8', 'R9', 'R6', 'I2', 'U7', 'I8', 'U4', 'G8', 'E2', 'U9']"
i_switch_congruence_2_random_7,"['A7', 'R9', 'U2', 'K7', 'K7', 'R3', 'A3', 'E4', 'I6', 'M4', 'K9', 'R4', 'G5', 'E8', 'M6', 'G6', 'E7', 'R5', 'U5', 'A2', 'I9', 'U4', 'I3', 'M3', 'G6', 'A5', 'E2', 'I9', 'M8', 'G8', 'U2', 'K8', 'K4', 'M7', 'E9', 'I9', 'R5', 'G7', 'G5', 'E6', 'K9', 'U2', 'G4', 'I3', 'R7', 'E4', 'G8', 'A3', 'R5', 'K2', 'M4', 'A2', 'I9', 'U7', 'A3', 'R6', 'I3', 'M8', 'K5', 'U2', 'A6', 'U8', 'E6', 'M8', 'E2', 'K8', 'G7', 'K4', 'K3', 'U5', 'R4', 'R9', 'I6', 'M9', 'A5', 'K4', 'G6', 'K2', 'U4', 'A6', 'A3', 'U2', 'G7', 'I5', 'U3', 'E2', 'M7', 'A3', 'R7', 'K4', 'I2', 'R6', 'I2', 'R7', 'K8', 'A3', 'G9', 'U3', 'I4', 'U7', 'G6', 'I6', 'U7', 'A4', 'M3', 'K8', 'R4', 'U2', 'A2', 'G9', 'I3', 'R4', 'E2', 'U9', 'M5', 'I7', 'I5', 'E9', 'G9', 'K5', 'K8', 'E6', 'A9', 'A2', 'M7', 'U9', 'E6', 'A7', 'A4', 'M6', 'E7', 'U8', 'A8', 'R2', 'M6', 'R3', 'K8', 'E4', 'R8', 'M9', 'M6', 'U8', 'G3', 'M8', 'U4', 'K4', 'R8', 'G3', 'K4', 'M6', 'I6', 'I4', 'E5', 'R6', 'E2', 'G3', 'I4', 'E2', 'A5', 'I9', 'A6', 'K7', 'E7', 'M4', 'G6', 'U8', 'U8', 'E5', 'M2', 'U8', 'E9', 'E2', 'M4', 'R9', 'A2', 'K2', 'G6', 'I8', 'I7', 'E2', 'I3', 'M4', 'I8', 'K3', 'G2', 'A8', 'U7', 'U6', 'A6', 'G4', 'E8', 'A3']"
i_switch_congruence_2_random_8,"['R5', 'K8', 'I9', 'U3', 'I5', 'I6', 'E6', 'I5', 'G4', 'M2', 'A4', 'E6', 'R8', 'A7', 'G3', 'U6', 'R7', 'U3', 'E2', 'M8', 'A2', 'R7', 'G5', 'K2', 'M4', 'M9', 'K3', 'A8', 'E7', 'G4', 'K9', 'U9', 'I4', 'G5', 'G7', 'U5', 'A2', 'A3', 'R2', 'M4', 'M3', 'U9', 'I9', 'K2', 'I7', 'K3', 'M9', 'K5', 'K6', 'E9', 'R8', 'M8', 'E7', 'U2', 'E8', 'R4', 'G6', 'G3', 'U8', 'A7', 'I6', 'R5', 'E6', 'A4', 'K5', 'K8', 'G8', 'E6', 'M4', 'M7', 'K4', 'U2', 'E2', 'A6', 'I5', 'E9', 'K2', 'R6', 'E8', 'U4', 'E4', 'I5', 'M5', 'I7', 'A2', 'R7', 'A3', 'G2', 'K5', 'G6', 'R4', 'E8', 'K9', 'I3', 'M6', 'R7', 'M8', 'U6', 'R3', 'G8', 'G5', 'U7', 'A9', 'I2', 'R4', 'E4', 'R2', 'G5', 'M2', 'M3', 'A6', 'R8', 'R6', 'E3', 'I6', 'K7', 'I5', 'M4', 'U6', 'K5', 'I8', 'M8', 'R7', 'R2', 'M7', 'E5', 'G7', 'K8', 'A4', 'R5', 'G6', 'A9', 'I8', 'R3', 'R6', 'U3', 'G4', 'I6', 'M9', 'M2', 'A7', 'G6', 'M3', 'A8', 'R2', 'I5', 'M9', 'U8', 'I6', 'R6', 'K2', 'M3', 'G2', 'A6', 'U4', 'U9', 'I6', 'M2', 'A4', 'E7', 'E8', 'U2', 'U3', 'I7', 'E3', 'U4', 'E7', 'M9', 'R6', 'E4', 'G8', 'K5', 'A9', 'G9', 'K5', 'G8', 'E2', 'G6', 'K7', 'K8', 'A7', 'E8', 'U9', 'M3', 'K2', 'A2', 'A3', 'I4', 'A4', 'K2', 'U2', 'A9']"
i_switch_congruence_2_random_9,"['M6', 'G4', 'E6', 'U2', 'R7', 'R6', 'K9', 'K4', 'R3', 'G3', 'I5', 'A9', 'U5', 'G5', 'A9', 'M3', 'U6', 'K8', 'M5', 'K2', 'E4', 'E8', 'A7', 'I9', 'I2', 'U4', 'E3', 'M7', 'R2', 'A8', 'I7', 'G8', 'K9', 'A6', 'A7', 'R2', 'G8', 'E4', 'A4', 'R2', 'K4', 'I9', 'M6', 'I8', 'K7', 'U7', 'M3', 'I6', 'R2', 'G9', 'U5', 'A3', 'M7', 'G4', 'K5', 'U8', 'E3', 'E2', 'I8', 'E9', 'M5', 'U5', 'G3', 'R6', 'G9', 'K9', 'R6', 'M2', 'M5', 'U7', 'E7', 'U8', 'A8', 'U3', 'G7', 'U9', 'R5', 'I3', 'I5', 'A2', 'I3', 'K7', 'A7', 'A8', 'K9', 'E5', 'M4', 'M5', 'I9', 'K5', 'K9', 'M6', 'R8', 'U4', 'E3', 'A4', 'K6', 'I6', 'K7', 'G8', 'A6', 'G2', 'K6', 'R7', 'U6', 'G5', 'R8', 'U9', 'G8', 'I9', 'A4', 'K7', 'E5', 'E8', 'G5', 'U3', 'U4', 'E3', 'M7', 'U3', 'G2', 'E4', 'R4', 'K7', 'I3', 'K9', 'A3', 'E2', 'A3', 'R5', 'M3', 'K4', 'G4', 'I7', 'A6', 'K3', 'R5', 'G3', 'M2', 'K6', 'U9', 'K7', 'A6', 'E9', 'G2', 'R2', 'U4', 'A8', 'U3', 'M7', 'U7', 'E6', 'I9', 'G2', 'I8', 'G9', 'U4', 'I5', 'M7', 'A5', 'M9', 'E4', 'A5', 'K8', 'I2', 'G9', 'G4', 'E9', 'R5', 'K2', 'I4', 'R8', 'A7', 'I7', 'M3', 'K5', 'G7', 'E9', 'I6', 'E3', 'G3', 'M2', 'R4', 'U8', 'R6', 'U2', 'A9', 'I6', 'I8', 'G4', 'U6', 'U7']"
i_switch_congruence_2_random_10,"['M2', 'M8', 'I9', 'K7', 'A6', 'M2', 'K7', 'E3', 'G2', 'A9', 'U7', 'E5', 'R4', 'R2', 'I7', 'K9', 'K5', 'R4', 'U8', 'G3', 'U4', 'A6', 'A5', 'R5', 'E6', 'G4', 'U6', 'G9', 'I8', 'I3', 'E8', 'M3', 'G7', 'U6', 'E9', 'K2', 'I4', 'E9', 'R3', 'K2', 'U4', 'K3', 'R8', 'G5', 'K3', 'A5', 'I9', 'E8', 'U7', 'A2', 'I8', 'U2', 'M6', 'E3', 'A5', 'R6', 'M4', 'G6', 'R7', 'M5', 'A4', 'M9', 'I7', 'G8', 'A4', 'I7', 'K5', 'E7', 'R2', 'K3', 'K2', 'A4', 'E7', 'M9', 'M5', 'G4', 'R7', 'M6', 'A6', 'M4', 'R4', 'M7', 'I6', 'K6', 'U4', 'R2', 'E9', 'A8', 'U8', 'K2', 'A8', 'E9', 'R7', 'A7', 'E4', 'A9', 'U3', 'R6', 'U4', 'K3', 'E2', 'A8', 'A5', 'E9', 'U6', 'U3', 'E9', 'R3', 'I9', 'A3', 'G3', 'M9', 'M5', 'U6', 'A3', 'G8', 'U4', 'R2', 'M6', 'G5', 'M9', 'I5', 'A9', 'A6', 'E4', 'U4', 'I5', 'E3', 'U8', 'K8', 'G2', 'G7', 'I9', 'M3', 'A9', 'E2', 'K7', 'U7', 'E4', 'I3', 'U3', 'G4', 'I8', 'R9', 'G8', 'A6', 'G4', 'R3', 'R9', 'U8', 'E5', 'G6', 'I7', 'M5', 'U3', 'E8', 'I3', 'R7', 'R5', 'G6', 'R5', 'R3', 'K8', 'K4', 'G4', 'A2', 'G7', 'R2', 'M4', 'U9', 'G9', 'E8', 'M2', 'A2', 'K6', 'K7', 'R2', 'K4', 'U4', 'I6', 'K2', 'E8', 'U6', 'I5', 'M2', 'U6', 'I9', 'I8', 'U6', 'K8', 'E6', 'E5']"
i_switch_congruence_2_random_11,"['I5', 'I9', 'U2', 'M3', 'R6', 'K4', 'R7', 'E6', 'A8', 'U9', 'G4', 'I6', 'R7', 'I9', 'E4', 'M7', 'A2', 'A3', 'G4', 'U2', 'M2', 'G8', 'G5', 'A8', 'K9', 'U7', 'M6', 'E3', 'K8', 'K5', 'E5', 'R3', 'U9', 'K6', 'A4', 'E3', 'E3', 'G2', 'K7', 'M3', 'U4', 'U7', 'R9', 'K5', 'G4', 'M8', 'E8', 'I5', 'G3', 'A6', 'U8', 'I9', 'I6', 'R9', 'M5', 'A5', 'M4', 'G2', 'R7', 'E2', 'K8', 'I6', 'R2', 'A7', 'A7', 'I4', 'M9', 'I9', 'R7', 'U9', 'G7', 'R4', 'I2', 'U5', 'A9', 'K3', 'K9', 'G9', 'R2', 'G8', 'A8', 'R6', 'E5', 'E2', 'K8', 'U8', 'A2', 'E7', 'R8', 'I4', 'I9', 'U8', 'G4', 'U5', 'I4', 'M3', 'U2', 'E8', 'U9', 'A5', 'R6', 'E2', 'U8', 'A9', 'U2', 'K5', 'E3', 'K2', 'U9', 'R7', 'M4', 'G5', 'G2', 'E6', 'K4', 'M7', 'A8', 'M5', 'K6', 'A3', 'G3', 'U7', 'M5', 'R2', 'R8', 'I3', 'G5', 'U2', 'U8', 'I3', 'G9', 'A3', 'M3', 'A5', 'I7', 'E4', 'M2', 'A6', 'U8', 'E7', 'A6', 'K9', 'K8', 'E9', 'G6', 'R3', 'K4', 'E2', 'I6', 'M4', 'R7', 'M6', 'R3', 'G6', 'K8', 'A4', 'I5', 'K7', 'E8', 'U7', 'I9', 'R4', 'K5', 'U8', 'A6', 'M6', 'A3', 'I4', 'R4', 'K9', 'R8', 'A6', 'G7', 'M2', 'I4', 'M6', 'A3', 'K4', 'E6', 'M7', 'E3', 'U5', 'M5', 'K9', 'G2', 'U4', 'A3', 'I2', 'E6', 'M6', 'I8', 'I5']"
i_switch_congruence_2_random_12,"['G6', 'E7', 'U7', 'I5', 'R7', 'A9', 'K3', 'R4', 'K3', 'I9', 'E4', 'G8', 'U6', 'M9', 'R2', 'K5', 'M4', 'U2', 'A2', 'A8', 'I6', 'G3', 'E7', 'A8', 'K9', 'G3', 'I2', 'R6', 'M4', 'M8', 'U5', 'E5', 'R8', 'E6', 'A8', 'K6', 'A3', 'U3', 'E2', 'K9', 'U4', 'U5', 'G9', 'A8', 'R5', 'M6', 'M4', 'R2', 'I5', 'U8', 'E9', 'G7', 'E2', 'M7', 'R4', 'G9', 'K2', 'M4', 'I7', 'A3', 'I6', 'I7', 'G3', 'K5', 'U3', 'A9', 'R9', 'G5', 'M3', 'I9', 'G6', 'R5', 'G8', 'E6', 'U9', 'U8', 'I2', 'K2', 'A8', 'E7', 'K2', 'A2', 'R7', 'R6', 'E4', 'U9', 'G7', 'U9', 'A4', 'R6', 'I7', 'A6', 'E2', 'E3', 'I7', 'K5', 'M2', 'M9', 'G6', 'U2', 'I2', 'M7', 'G6', 'U3', 'I7', 'M3', 'U6', 'E9', 'R3', 'U4', 'A7', 'G4', 'K3', 'K6', 'M6', 'A4', 'I5', 'R7', 'K4', 'K7', 'G5', 'K9', 'R8', 'M4', 'R8', 'I5', 'E2', 'K3', 'G8', 'I9', 'E8', 'R9', 'E5', 'U6', 'A3', 'R5', 'A3', 'G7', 'K3', 'M2', 'E5', 'M2', 'G3', 'A4', 'G7', 'I5', 'E8', 'U5', 'I2', 'R8', 'K3', 'K8', 'M5', 'K7', 'R2', 'M6', 'U8', 'E4', 'A5', 'A7', 'I5', 'G5', 'A4', 'A3', 'M8', 'I9', 'M7', 'A6', 'A4', 'K2', 'I9', 'U4', 'K8', 'G5', 'R6', 'E4', 'M4', 'I6', 'U2', 'I7', 'M5', 'E9', 'R5', 'G8', 'K2', 'I2', 'E3', 'E4', 'U6', 'M6', 'A4', 'I3']"
i_switch_congruence_2_random_13,"['K5', 'M8', 'E2', 'U6', 'E5', 'K9', 'R5', 'U8', 'M4', 'R8', 'G7', 'M4', 'E3', 'G3', 'K7', 'I3', 'A2', 'U5', 'E8', 'R9', 'R9', 'K6', 'I2', 'A7', 'I9', 'U3', 'A6', 'I4', 'M6', 'A7', 'G2', 'G4', 'R7', 'A3', 'U9', 'A2', 'G6', 'A8', 'E9', 'I5', 'K7', 'A4', 'U4', 'M8', 'I8', 'E3', 'E5', 'I7', 'M4', 'U8', 'R2', 'M9', 'K9', 'I4', 'K3', 'R7', 'R3', 'K6', 'G6', 'M2', 'G5', 'U2', 'E5', 'G6', 'G9', 'R5', 'M2', 'R6', 'A9', 'R7', 'K6', 'M3', 'U7', 'U4', 'R7', 'I9', 'M7', 'E5', 'A9', 'U6', 'G9', 'U3', 'E7', 'U4', 'A2', 'R6', 'I2', 'I5', 'A5', 'M7', 'E2', 'E3', 'I5', 'K4', 'U6', 'R9', 'M5', 'A4', 'E5', 'K4', 'G8', 'M9', 'E8', 'G6', 'U3', 'G9', 'R2', 'M3', 'E6', 'A9', 'M7', 'E5', 'K3', 'U4', 'I9', 'R6', 'G4', 'G7', 'M4', 'U8', 'U8', 'R4', 'E3', 'A2', 'M6', 'I2', 'A8', 'A3', 'M2', 'I9', 'A8', 'K5', 'E7', 'R9', 'U9', 'I4', 'M2', 'I7', 'R3', 'E8', 'U4', 'M2', 'K3', 'R4', 'A5', 'K6', 'G3', 'A4', 'I9', 'U2', 'I3', 'M9', 'I6', 'E7', 'G5', 'A5', 'K7', 'K8', 'M6', 'A6', 'E4', 'I5', 'K7', 'U3', 'G8', 'E6', 'U2', 'I3', 'R8', 'K2', 'I8', 'E6', 'A8', 'M9', 'U7', 'M2', 'K5', 'A8', 'K2', 'I3', 'R7', 'I5', 'K6', 'R7', 'G2', 'U4', 'I3', 'E8', 'U4', 'K4', 'A6', 'A9']"
